isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
IE00BKLC5874,A2PNJN,AYE3,48868495,iShares EUR High Yield Corporate Bond ESG UCITS ETF EUR (Dist),Bloomberg MSCI Euro Corporate High Yield Sustainable BB+ SRI Bond,2019-11-20,1557,4.265753424657534,Long-only,Ireland,EUR,False,False,Distributing,0.25,Sampling,346,True,406,0.22,0.22,0.45,4.18,6.78,7.83,-0.17,,10.88,-11.09,2.27,0.65,4.9,5.02,3.06,3.77,,2.56,-0.02,,-20.43,-2.51,-16.49,,,,,
LU1829219127,LYX0Z4,LYEB,42764461,Amundi EUR Corporate Bond PAB Net Zero Ambition UCITS ETF Acc,Bloomberg MSCI Euro Corporate Paris Aligned Green Tilted,2009-04-02,5441,14.906849315068493,Long-only,Luxembourg,EUR,False,True,Accumulating,0.14,Sampling,1203,True,1647,-0.59,0.36,0.42,3.18,4.11,5.49,-8.44,-3.03,7.56,-13.8,-1.24,2.52,,,4.47,4.63,4.13,1.23,-0.63,-0.15,-17.39,-1.79,-17.39,-17.39,,,,
LU2673523218,DBX0VA,XB27,130421175,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1D,Bloomberg MSCI Euro Corporate September 2027 SRI,2023-11-08,108,0.2958904109589041,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Optimized sampling,33,True,264,-0.94,-0.28,-0.31,1.97,,,,,,,,,,,,,,,,,-1.48,,,,,,,
LU2673523309,DBX0VB,XB29,130421192,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF 1D,Bloomberg MSCI Euro Corporate September 2029 SRI,2023-11-08,108,0.2958904109589041,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Optimized sampling,26,True,223,-1.06,0.08,0.16,3.28,,,,,,,,,,,,,,,,,-2.0,,,,,,,
LU2673523481,DBX0VC,XB31,130419374,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF 1D,Bloomberg MSCI Euro Corporate September 2031 SRI,2023-11-08,108,0.2958904109589041,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Optimized sampling,43,True,170,-0.97,0.42,0.53,4.36,,,,,,,,,,,,,,,,,-2.45,,,,,,,
LU2673523564,DBX0VD,XB33,130419394,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF 1D,Bloomberg MSCI Euro Corporate September 2033 SRI,2023-11-08,108,0.2958904109589041,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Optimized sampling,45,True,115,-1.18,0.55,0.81,5.0,,,,,,,,,,,,,,,,,-3.2,,,,,,,
LU2178481649,A2P4XG,XZE5,56070744,Xtrackers II EUR Corporate Bond Short Duration SRI PAB UCITS ETF 1C,Bloomberg MSCI Euro Corporate SRI 0-5 Year PAB,2020-07-23,1311,3.591780821917808,Long-only,Luxembourg,EUR,False,False,Accumulating,0.16,Optimized sampling,1015,True,1864,-0.14,0.25,0.27,2.04,3.06,4.58,-2.33,,5.55,-7.02,-0.42,,,,2.2,2.42,,2.08,-0.32,,-8.84,-0.73,-8.84,,,,,
LU0484968903,DBX0E9,XB4D,114148352,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1C,Bloomberg MSCI Euro Corporate SRI PAB,2021-10-14,863,2.3643835616438356,Long-only,Luxembourg,EUR,False,False,Accumulating,0.16,Optimized sampling,307,True,2521,-0.3,0.61,0.61,3.29,4.43,5.94,,,7.64,-13.62,,,,,4.22,,,1.41,,,-16.41,-1.58,,,,,,
LU0484968812,DBX0E8,XB4F,11772500,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,Bloomberg MSCI Euro Corporate SRI PAB,2010-10-18,4877,13.361643835616439,Long-only,Luxembourg,EUR,False,False,Distributing,0.16,Optimized sampling,2144,True,2521,-1.36,-0.44,-0.38,2.32,3.37,4.81,-8.79,-3.38,7.78,-13.67,-1.16,2.37,1.31,1.36,4.39,4.65,4.26,1.09,-0.65,-0.16,-17.23,-2.19,-17.23,-17.23,,,,
LU1859444769,A2N8AD,ASRI,46003335,BNP Paribas Easy EUR Corporate Bond SRI PAB UCITS ETF Acc,Bloomberg MSCI Euro Corporate SRI Sustainable Select Ex Fossil Fuel PAB,2019-01-15,1866,5.112328767123287,Long-only,Luxembourg,EUR,False,False,Accumulating,0.2,Full replication,770,True,1684,-0.51,0.51,0.62,3.59,4.7,5.95,-9.59,-3.64,7.3,-14.76,-1.64,2.82,,,4.83,5.08,4.67,1.23,-0.65,-0.16,-19.27,-1.91,-19.27,-19.27,,,,
LU1953136287,A3DF88,ASRT,116647134,BNP Paribas Easy EUR Corporate Bond SRI PAB UCITS ETF Dist,Bloomberg MSCI Euro Corporate SRI Sustainable Select Ex Fossil Fuel PAB,2022-02-10,744,2.0383561643835617,Long-only,Luxembourg,EUR,False,False,Distributing,0.2,Full replication,124,True,1684,-0.53,0.54,0.65,3.66,4.71,6.02,,,7.31,,,,1.07,1.12,4.83,,,1.24,,,-15.09,-1.9,,,,,,
IE00BYZTVT56,A142NT,OM3F,30593749,iShares EUR Corporate Bond ESG UCITS ETF (Dist),Bloomberg MSCI Euro Corporate Sustainable and SRI,2018-06-28,2067,5.663013698630137,Long-only,Ireland,EUR,False,False,Distributing,0.15,Sampling,4561,True,2823,-0.43,0.43,0.43,3.32,4.36,5.82,-7.87,-2.35,7.7,-13.84,-1.05,2.32,2.54,2.62,4.37,4.71,4.22,1.33,-0.57,-0.11,-17.27,-1.75,-17.27,-17.27,,,,
IE000L2TO2T2,A3DJQK,SUA0,118409962,iShares EUR Corporate Bond ESG UCITS ETF EUR (Acc),Bloomberg MSCI Euro Corporate Sustainable and SRI,2022-04-27,668,1.83013698630137,Long-only,Ireland,EUR,False,False,Accumulating,0.15,Sampling,818,True,2823,-0.4,0.61,0.61,3.33,4.41,5.97,,,7.78,,,,,,4.49,,,1.33,,,-9.05,-1.47,,,,,,
LU2533812058,A3D4LE,BJLI,128572863,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free Ultrashort Duration UCITS ETF Acc,Bloomberg MSCI Euro Corporate Ultrashort Fixed and Floating Rate SRI,2023-09-06,171,0.4684931506849315,Long-only,Luxembourg,EUR,False,False,Accumulating,0.12,Full replication,37,True,215,0.59,0.2,0.39,1.19,,,,,,,,,,,,,,,,,-0.1,,,,,,,
LU2533811910,A3D4LH,BJLL,128572927,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free Ultrashort Duration UCITS ETF Dist,Bloomberg MSCI Euro Corporate Ultrashort Fixed and Floating Rate SRI,2023-09-06,171,0.4684931506849315,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Full replication,1,True,215,0.49,0.1,0.29,1.09,,,,,,,,,,,,,,,,,-0.1,,,,,,,
IE000IZO7033,A3DRMQ,CBUP,120512098,iShares EUR Green Bond UCITS ETF EUR (Acc),Bloomberg MSCI Euro Green Bond SRI including Nuclear Power,2022-08-03,570,1.5616438356164384,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Sampling,1,True,569,-1.12,0.61,0.62,3.78,4.1,5.25,,,8.14,,,,,,6.57,,,0.8,,,-13.04,-3.53,,,,,,
IE00BMDBMN04,A2QFXF,GRON,57944485,iShares EUR Green Bond UCITS ETF EUR (Dist),Bloomberg MSCI Euro Green Bond SRI including Nuclear Power,2021-03-25,1066,2.9205479452054797,Long-only,Ireland,EUR,False,False,Distributing,0.2,Sampling,94,True,569,-1.23,0.5,0.5,3.62,4.01,5.05,,,8.02,-21.82,,,2.08,2.14,6.81,,,0.74,,,-24.92,-3.57,,,,,,
LU2244386053,A2QMK5,ASRF,110042155,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Acc,Bloomberg MSCI Euro High Yield SRI Sustainable Ex Fossil Fuel,2021-02-18,1101,3.0164383561643837,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Full replication,266,True,343,1.41,0.8,1.21,5.11,7.7,9.58,0.6,,10.09,-10.6,,,,,3.43,4.3,,2.79,0.05,,-16.65,-2.29,-16.65,,,,,
LU2244386137,A2QMK3,ASRG,110042170,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Dis,Bloomberg MSCI Euro High Yield SRI Sustainable Ex Fossil Fuel,2021-02-18,1101,3.0164383561643837,Long-only,Luxembourg,EUR,False,False,Distributing,0.25,Full replication,5,True,343,1.4,0.86,1.18,5.15,7.8,9.57,0.63,,10.04,-10.53,,,2.98,3.16,3.5,4.31,,2.73,0.05,,-16.56,-2.37,-16.56,,,,,
IE0006GNB732,DBX0SG,XZHE,119610967,Xtrackers ESG EUR High Yield Corporate Bond UCITS ETF 1C,Bloomberg MSCI Euro High Yield Sustainable and SRI,2022-06-22,612,1.6767123287671233,Long-only,Ireland,EUR,False,False,Accumulating,0.25,Optimized sampling,46,True,332,0.92,0.98,1.08,4.51,6.9,7.87,,,10.01,,,,,,3.12,,,2.53,,,-7.33,-2.59,,,,,,
IE000XGNMWE1,A3DM2C,HGGA,115983048,HSBC Bloomberg Global Sustainable Aggregate 1-3 Year Bond UCITS ETF,Bloomberg MSCI Global Aggregate 1-3 SRI Carbon ESG-Weighted,2022-01-13,772,2.115068493150685,Long-only,Ireland,USD,False,True,Accumulating,0.18,Sampling,75,True,357,0.53,-0.11,0.43,1.83,1.83,0.75,,,0.32,,,,,,6.4,,,0.12,,,-8.85,-4.73,,,,,,
LU2470620761,A3DLDK,AHYF,118710905,Amundi Global Aggregate SRI 1-5 UCITS ETF DR USD (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI 1-5 Year Sector Neutral,2022-06-28,606,1.6602739726027398,Long-only,Luxembourg,USD,False,False,Accumulating,0.14,Sampling,2,True,1276,-0.02,-0.23,0.15,1.97,1.86,0.88,,,1.09,,,,,,6.27,,,0.14,,,-8.8,-4.45,,,,,,
LU2606055775,ETF085,AK8A,126111065,Amundi Global Aggregate SRI 1-5 UCITS ETF DR Hedged CHF (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI 1-5 Year Sector Neutral (CHF Hedged),2023-05-10,290,0.7945205479452054,Long-only,Luxembourg,CHF,True,False,Accumulating,0.16,Sampling,90,True,1276,-3.6,-0.51,-1.16,1.75,0.66,,,,,,,,,,,,,,,,-3.6,,,,,,,
LU2470620845,A3DLDL,AHYH,118710906,Amundi Global Aggregate SRI 1-5 UCITS ETF DR Hedged EUR (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI 1-5 Year Sector Neutral (EUR Hedged),2022-09-15,527,1.4438356164383561,Long-only,Luxembourg,EUR,True,False,Accumulating,0.16,Sampling,165,True,1276,-0.39,0.16,0.28,1.31,1.92,3.07,,,3.31,,,,,,6.62,,,0.46,,,-3.58,-2.59,,,,,,
LU2439734141,A3DESB,8OUU,116746858,Amundi Global Aggregate SRI UCITS ETF DR (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI Sector Neutral,2022-03-22,704,1.9287671232876713,Long-only,Luxembourg,USD,False,False,Accumulating,0.14,Sampling,9,True,2603,-1.16,0.0,0.19,2.84,2.16,0.31,,,2.01,,,,,,8.03,,,0.04,,,-13.02,-6.28,,,,,,
LU2439733507,A3DESC,AHYD,116746873,Amundi Global Aggregate SRI UCITS ETF DR Hedged EUR (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI Sector Neutral (EUR Hedged),2022-06-16,618,1.6931506849315068,Long-only,Luxembourg,EUR,True,False,Accumulating,0.16,Sampling,66,True,2603,-1.27,0.38,0.4,2.32,2.4,2.93,,,4.49,,,,,,8.49,,,0.35,,,-9.34,-5.39,,,,,,
LU2469335611,A3DKJ8,AHYB,118354899,Amundi Global Aggregate SRI UCITS ETF DR Hedged USD (C),Bloomberg MSCI Global Aggregate 500MM ex Securitized Sustainable SRI Sector Neutral (USD Hedged),2022-06-01,633,1.7342465753424658,Long-only,Luxembourg,USD,True,False,Accumulating,0.16,Sampling,2,True,2603,0.91,-0.15,0.52,3.5,3.5,2.93,,,3.42,,,,,,8.17,,,0.36,,,-12.57,-6.06,,,,,,
IE000U6US1Q0,A3CUJK,AGGE,112608319,iShares Global Aggregate Bond ESG UCITS ETF USD (Dist),Bloomberg MSCI Global Aggregate Sustainable and Green Bond SRI,2021-08-25,913,2.5013698630136987,Long-only,Ireland,USD,False,False,Distributing,0.1,Sampling,33,True,6372,-0.86,-0.81,0.0,2.97,4.12,0.73,,,1.72,-11.28,,,2.89,2.8,8.11,,,0.09,,,-14.85,-6.0,,,,,,
IE000Z8F16G5,A3C5HN,SHIR,114349699,iShares Global Aggregate Bond ESG UCITS ETF CHF Hedged (Acc),Bloomberg MSCI Global Aggregate Sustainable and Green Bond SRI (CHF Hedged),2021-12-07,809,2.2164383561643834,Long-only,Ireland,CHF,True,False,Accumulating,0.1,Sampling,930,True,6372,-4.27,-0.44,-1.1,2.99,2.75,4.19,,,8.84,-10.23,,,,,10.26,,,0.41,,,-12.89,-5.13,,,,,,
IE000APK27S2,A3CWP2,AEGE,113184593,iShares Global Aggregate Bond ESG UCITS ETF EUR Hedged (Acc),Bloomberg MSCI Global Aggregate Sustainable and Green Bond SRI (EUR Hedged),2021-08-25,913,2.5013698630136987,Long-only,Ireland,EUR,True,False,Accumulating,0.1,Sampling,996,True,6372,-1.13,0.23,0.46,2.58,2.1,2.82,,,4.24,-13.97,,,,,8.54,,,0.33,,,-17.53,-5.25,,,,,,
IE000HQY8R78,A3DMKU,AGGD,119003434,iShares Global Aggregate Bond ESG UCITS ETF USD Hedged (Acc),Bloomberg MSCI Global Aggregate Sustainable and Green Bond SRI (USD Hedged),2022-05-25,640,1.7534246575342465,Long-only,Ireland,USD,True,False,Accumulating,0.1,Sampling,55,True,6372,0.65,-1.06,0.43,3.79,4.97,3.33,,,3.36,,,,,,8.56,,,0.39,,,-12.27,-6.03,,,,,,
LU0942970103,DBX0NV,XBAG,23793812,Xtrackers II ESG Global Aggregate Bond UCITS ETF 1D,Bloomberg MSCI Global Aggregate Sustainable and SRI Currency Neutral,2014-03-06,3642,9.978082191780821,Long-only,Luxembourg,USD,False,False,Distributing,0.1,Sampling,209,True,3979,-2.18,-1.28,-1.06,1.72,1.0,-0.85,-8.47,-3.67,2.08,-11.94,3.07,-0.16,1.73,1.69,8.34,8.76,7.76,-0.1,-0.33,-0.1,-16.59,-6.22,-15.63,-16.59,,,,
LU0942970442,DBX0NY,XBAC,23971272,Xtrackers II ESG Global Aggregate Bond UCITS ETF 4C - CHF Hedged,Bloomberg MSCI Global Aggregate Sustainable and SRI Currency Neutral (CHF Hedged),2014-03-24,3624,9.92876712328767,Long-only,Luxembourg,CHF,True,False,Accumulating,0.1,Sampling,109,True,3979,-4.42,-0.44,-1.29,2.76,2.82,3.82,-3.84,6.23,8.55,-11.11,1.94,4.16,,,10.45,10.91,9.08,0.37,-0.12,0.13,-19.9,-5.48,-13.69,-13.83,,,,
LU0942970798,DBX0NZ,XBAE,23793847,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR hedged,Bloomberg MSCI Global Aggregate Sustainable and SRI Currency Neutral (EUR Hedged),2014-03-06,3642,9.978082191780821,Long-only,Luxembourg,EUR,True,False,Accumulating,0.1,Sampling,268,True,3979,-1.43,0.3,0.25,2.3,2.2,2.51,-12.48,-7.24,4.27,-14.77,-2.06,4.02,,,8.82,9.16,7.35,0.29,-0.47,-0.2,-19.0,-6.02,-18.41,-19.0,,,,
LU0942970368,DBX0NX,XBGG,32213176,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged,Bloomberg MSCI Global Aggregate Sustainable and SRI Currency Neutral (GBP Hedged),2016-04-19,2867,7.854794520547945,Long-only,Luxembourg,GBP,True,False,Distributing,0.1,Sampling,4,True,3979,-1.12,-0.75,-0.8,3.24,1.72,5.86,-9.86,-1.83,8.36,-18.37,5.49,-1.04,1.67,1.74,10.14,11.28,10.87,0.58,-0.3,-0.03,-20.25,-6.04,-20.25,-20.25,,,,
LU0942970285,DBX0NW,XBAU,23793831,Xtrackers II ESG Global Aggregate Bond UCITS ETF 2C - USD Hedged,Bloomberg MSCI Global Aggregate Sustainable and SRI Currency Neutral (USD Hedged),2014-03-06,3642,9.978082191780821,Long-only,Luxembourg,USD,True,False,Accumulating,0.1,Sampling,14,True,3979,0.51,-0.99,0.33,3.65,5.0,2.98,3.15,6.69,2.99,-7.11,6.64,-3.54,,,8.4,9.14,8.26,0.35,0.11,0.16,-15.64,-6.1,-12.51,-12.94,,,,
LU1525418726,A2DG25,UBBB,34736479,Amundi Global Corporate SRI 1-5Y UCITS ETF DR (C),Bloomberg MSCI Global Corporate ESG Sustainability SRI 1-5 Year,2017-01-24,2587,7.087671232876712,Long-only,Luxembourg,USD,False,False,Accumulating,0.2,Sampling,147,True,2285,1.04,-0.54,0.55,3.29,4.68,4.13,6.59,11.44,3.75,-3.79,6.83,-3.46,,,6.39,7.29,6.98,0.65,0.29,0.31,-14.96,-3.18,-7.68,-9.52,,,,
LU2382233182,A3CZCQ,GCSG,113463915,Amundi Global Corporate SRI 1-5Y UCITS ETF DR Hedged GBP (C),Bloomberg MSCI Global Corporate ESG Sustainability SRI 1-5 Year (GBP Hedged),2021-11-04,842,2.3068493150684932,Long-only,Luxembourg,GBP,True,False,Accumulating,0.15,Sampling,113,True,2285,1.51,0.45,0.75,4.31,3.71,9.02,,,8.56,-11.97,,,,,8.74,,,1.03,,,-14.5,-2.65,,,,,,
IE000JL9SV51,A3EFLB,THFA,,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF (USD) Acc,Bloomberg MSCI Global Corporate Fallen Angels Paris-Aligned,2023-06-21,248,0.6794520547945205,Long-only,Ireland,USD,False,False,Accumulating,0.5,Full replication,8,True,,-0.21,0.21,0.0,2.88,4.09,,,,,,,,,,,,,,,,-2.44,,,,,,,
IE000LH4DDC2,A3EFLF,THFE,,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF EUR Hedged Acc,Bloomberg MSCI Global Corporate Fallen Angels Paris-Aligned (EUR Hedged),2023-08-08,200,0.547945205479452,Long-only,Ireland,EUR,True,False,Accumulating,0.55,Sampling,1,True,,-1.91,0.59,-0.19,1.98,3.21,,,,,,,,,,,,,,,,-3.89,,,,,,,
IE00BNDS1R53,A2QL8Y,V3GX,59341104,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Accumulating,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (CHF Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,CHF,True,False,Accumulating,0.15,Sampling,126,True,4181,-4.03,-0.22,-1.09,3.66,4.14,5.59,,,10.54,-12.5,,,,,11.19,,,0.5,,,-15.78,-5.27,,,,,,
IE00BNDS1S60,A2QL8Z,V3GH,59341100,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Distributing,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (CHF Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,CHF,True,False,Distributing,0.15,Sampling,17,True,4181,-4.39,-0.48,-1.41,3.43,3.84,5.29,,,10.87,-12.6,,,3.93,3.98,11.16,,,0.47,,,-15.72,-5.08,,,,,,
IE00BNDS1P30,A2QL8W,V3GF,59335107,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Accumulating,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (EUR Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,EUR,True,False,Accumulating,0.15,Full replication,322,True,4181,-0.88,0.67,0.67,3.46,4.19,4.67,,,6.6,-16.37,,,,,9.24,,,0.51,,,-20.82,-5.24,,,,,,
IE00BNDS1Q47,A2QL8X,V3GE,59341101,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Distributing,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (EUR Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,EUR,True,False,Distributing,0.15,Full replication,271,True,4181,-1.3,0.73,0.24,2.94,3.6,4.29,,,6.38,-15.95,,,3.92,3.93,9.62,,,0.45,,,-20.77,-5.26,,,,,,
IE00BNDS1T77,A2QL80,V3GS,59335023,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Accumulating,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (GBP Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,GBP,True,False,Accumulating,0.15,Sampling,74,True,4181,0.56,0.75,0.75,5.47,4.65,9.31,,,10.49,-19.8,,,,,10.54,,,0.88,,,-22.94,-5.76,,,,,,
IE00BNDS1V99,A2QL81,V3GP,59335030,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Distributing,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (GBP Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,GBP,True,False,Distributing,0.15,Sampling,27,True,4181,0.19,0.61,0.2,4.93,4.16,8.87,,,10.54,-20.28,,,3.87,4.05,10.8,,,0.82,,,-23.72,-5.65,,,,,,
IE00BNDS1W07,A2QL82,V3GU,59335045,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Accumulating,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (USD Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,USD,True,False,Accumulating,0.15,Sampling,40,True,4181,1.39,0.23,0.92,4.78,5.29,4.78,,,5.37,-8.48,,,,,8.71,,,0.55,,,-11.45,-4.96,,,,,,
IE00BNDS1X14,A2QL83,V3GD,59341102,Vanguard ESG Global Corporate Bond UCITS ETF USD Hedged Distributing,Bloomberg MSCI Global Corporate Float-Adjusted Liquid Bond Screened (USD Hedged),2021-05-20,1010,2.767123287671233,Long-only,Ireland,USD,True,False,Distributing,0.15,Sampling,2,True,4181,0.9,0.0,0.5,4.07,4.96,4.28,,,5.35,-8.43,,,3.86,3.87,8.93,,,0.48,,,-11.51,-5.01,,,,,,
LU2099295466,LYX0ZV,B8TD,51993339,Lyxor Global High Yield Sustainable Exposure UCITS ETF - Acc,Bloomberg MSCI Global Corporate High Yield SRI Sustainable,2020-01-16,1500,4.109589041095891,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Swap based Unfunded,5,True,,1.73,0.31,1.15,5.32,6.59,7.83,8.98,,8.47,-8.24,9.29,,,,6.44,7.41,,1.22,0.39,,-18.91,-2.92,-10.0,,,,,
LU2099296274,LYX0ZW,GHYEH,52347294,Lyxor Global High Yield Sustainable Exposure UCITS ETF - Monthly Hedged to EUR - Acc,Bloomberg MSCI Global Corporate High Yield SRI Sustainable (EUR Hedged),2020-02-07,1478,4.049315068493151,Long-only,Luxembourg,EUR,True,False,Accumulating,0.3,Swap based Unfunded,45,True,,-0.55,0.05,0.25,4.08,6.03,7.29,-4.29,,9.18,-13.75,2.91,,,,7.99,8.73,,0.91,-0.17,,-17.82,-3.45,-17.82,,,,,
LU1981859819,LYX0X6,XCO2,50100437,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF Acc,Bloomberg MSCI Global Green Bond 1-10 Year,2019-09-13,1625,4.4520547945205475,Long-only,Luxembourg,EUR,False,False,Accumulating,0.15,Sampling,14,True,602,-0.44,0.28,0.28,3.22,3.94,4.24,-10.52,,6.18,-15.31,-2.29,3.69,,,4.55,5.07,,0.93,-0.72,,-17.93,-2.18,-17.33,,,,,
LU1981860668,LYX907,XCO2C,118511401,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF CHF Hedged Acc,Bloomberg MSCI Global Green Bond 1-10 Year (CHF Hedged),2022-05-11,654,1.7917808219178082,Long-only,Luxembourg,CHF,True,False,Accumulating,0.15,Sampling,28,True,602,-3.92,-0.35,-0.98,2.76,3.29,5.78,,,10.56,,,,,,7.61,,,0.76,,,-10.52,-4.24,,,,,,
LU1981860742,LYX906,XCO2D,118511400,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF CHF Hedged Dist,Bloomberg MSCI Global Green Bond 1-10 Year (CHF Hedged),2022-05-06,659,1.8054794520547945,Long-only,Luxembourg,CHF,True,False,Distributing,0.15,Sampling,2,True,602,-3.89,-0.35,-1.0,2.79,3.27,5.83,,,10.59,,,,1.55,1.62,7.6,,,0.77,,,-10.55,-4.22,,,,,,
LU1981860072,LYX908,XCO2E,118887326,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF EUR Hedged Acc,Bloomberg MSCI Global Green Bond 1-10 Year (EUR Hedged),2022-05-11,654,1.7917808219178082,Long-only,Luxembourg,EUR,True,False,Accumulating,0.15,Sampling,16,True,602,-1.25,-0.1,-0.1,2.12,3.89,4.22,,,6.39,,,,,,4.21,,,1.0,,,-8.28,-2.38,,,,,,
LU1981860585,LYX95L,XCOG,118847573,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF GBP Hedged Dist,Bloomberg MSCI Global Green Bond 1-10 Year (GBP Hedged),2022-05-11,654,1.7917808219178082,Long-only,Luxembourg,GBP,True,False,Distributing,0.15,Sampling,2,True,602,0.78,0.39,0.17,4.65,4.19,8.92,,,10.21,,,,1.51,1.62,6.58,,,1.36,,,-13.63,-3.31,,,,,,
LU1981860239,LYX95M,XCOU,118887327,Amundi Global Aggregate Green Bond 1-10Y UCITS ETF USD Hedged Acc,Bloomberg MSCI Global Green Bond 1-10 Year (USD Hedged),2022-05-11,654,1.7917808219178082,Long-only,Luxembourg,USD,True,False,Accumulating,0.15,Sampling,33,True,602,1.33,-0.21,0.69,3.82,4.1,4.22,,,4.86,,,,,,8.15,,,0.52,,,-12.09,-5.65,,,,,,
LU2484583138,A3DUF2,CHSA,119719447,UBS ETF (LU) Global Green Bond ESG 1-10 UCITS ETF (USD) A-acc,Bloomberg MSCI Global Green Bond 1-10 Year Sustainability Select,2023-06-08,261,0.7150684931506849,Long-only,Luxembourg,USD,False,False,Accumulating,0.15,Sampling,10,True,197,-0.21,0.53,0.85,3.37,3.83,,,,,,,,,,,,,,,,-1.98,,,,,,,
LU2484583302,A3DUF4,GGE,119719449,UBS ETF (LU) Global Green Bond ESG 1-10 UCITS ETF (hedged to EUR) A-acc,Bloomberg MSCI Global Green Bond 1-10 Year Sustainability Select (EUR Hedged),2023-06-08,261,0.7150684931506849,Long-only,Luxembourg,EUR,True,False,Accumulating,0.18,Sampling,10,True,197,-1.21,-0.2,-0.1,2.3,4.05,,,,,,,,,,,,,,,,-2.71,,,,,,,
IE0001VDDL68,A3DLE5,GB1A,119211935,Invesco Global High Yield Corporate Bond ESG UCITS ETF Acc,Bloomberg MSCI Global High Yield Liquid Corporate ESG Weighted SRI Bond,2023-01-24,396,1.084931506849315,Long-only,Ireland,USD,False,False,Accumulating,0.25,Sampling,1,True,983,2.17,0.53,1.44,5.82,6.82,8.46,,,,,,,,,6.62,,,1.28,,,-3.42,-2.68,,,,,,
